"","project","organization","location","recording_date","recording_time","status","latitude","longitude","buffer_radius_m","species_code","scientific_name","species_english_name","species_class","method","rain","wind","noise","industry_noise","audio_quality","species_individual_name","transcriber","abundance","confidence","Vocalization","Interval","daily_weather_station_nm","daily_weather_station_elevation","daily_weather_station_distance","daily_min_temp","daily_max_temp","daily_mean_temp","daily_total_rain_mm","daily_total_snow_cm","daily_precipitation_mm","daily_snow_on_ground_cm","hourly_weather_station_nm","hourly_weather_station_elevation","hourly_weather_station_distance","hourly_temp","hourly_dew_point","hourly_rel_humidity","hourly_precipitation_mm","hourly_wind_direction","hourly_wind_speed","hourly_visibility_km","hourly_station_pressure","hourly_humidex","hourly_wind_chill","hourly_weather_attributes","comment","species_comment","original_file_name","island_id","...1","area","log10_area_1","d_mainland","log10_dist_1","buffer_1k","buffer_5k","time_since_fire","basal_area_total","basal_area_living","basal_area_dead","total_cwd_volume","cwd_dc1","cwd_dc2","cwd_dc3","cwd_dc4","cwd_dc5","sci","trophic_level","trophic_niche","foraging_niche"
"11","SK Pyrodiversity","ECCC","13-UDB73-IL2",2019-06-11,05:21:00,"Transcribed",55.35421,-105.42362,NA,"COTE","Sterna hirundo","Common Tern","AVES","3m 1SPR",0,1,1,0,"None",1,"Avery Bartels","1","Confident","Call","0-1 min","LA RONGE A","379.20m","25km",-1.6,18.5,8.5,0,0,0,NA,"LA RONGE RCS","378.60m","25km",1.5,-1.4,81,0,35,3,NA,97.47,NA,NA,NA,NA,"calling with COTE2","13-UDB73-IL2_20190611_052100.wav","BT",4,1.8,0.447158031,685.2,2.836450714,0.792544,0.368261,4,0.360107471,0,0.360107471,9.130497516,1.701132524,5.889731536,1.284858852,0,0.254774603,"sterna_hirundo","Carnivore","Aquatic predator","Aquatic plunge"
"12","SK Pyrodiversity","ECCC","13-UDB73-IL2",2019-06-11,05:21:00,"Transcribed",55.35421,-105.42362,NA,"COTE","Sterna hirundo","Common Tern","AVES","3m 1SPR",0,1,1,0,"None",2,"Avery Bartels","1","Confident","Call","0-1 min","LA RONGE A","379.20m","25km",-1.6,18.5,8.5,0,0,0,NA,"LA RONGE RCS","378.60m","25km",1.5,-1.4,81,0,35,3,NA,97.47,NA,NA,NA,NA,"calling with COTE1","13-UDB73-IL2_20190611_052100.wav","BT",4,1.8,0.447158031,685.2,2.836450714,0.792544,0.368261,4,0.360107471,0,0.360107471,9.130497516,1.701132524,5.889731536,1.284858852,0,0.254774603,"sterna_hirundo","Carnivore","Aquatic predator","Aquatic plunge"
"13","SK Pyrodiversity","ECCC","13-UDB73-IL2",2019-06-11,05:21:00,"Transcribed",55.35421,-105.42362,NA,"SOSP","Melospiza melodia","Song Sparrow","AVES","3m 1SPR",0,1,1,0,"None",1,"Avery Bartels","1","Confident","Song","0-1 min","LA RONGE A","379.20m","25km",-1.6,18.5,8.5,0,0,0,NA,"LA RONGE RCS","378.60m","25km",1.5,-1.4,81,0,35,3,NA,97.47,NA,NA,NA,NA,NA,"13-UDB73-IL2_20190611_052100.wav","BT",4,1.8,0.447158031,685.2,2.836450714,0.792544,0.368261,4,0.360107471,0,0.360107471,9.130497516,1.701132524,5.889731536,1.284858852,0,0.254774603,"melospiza_melodia","Omnivore","Omnivore",NA
"14","SK Pyrodiversity","ECCC","13-UDB73-IL2",2019-06-11,05:21:00,"Transcribed",55.35421,-105.42362,NA,"SOSP","Melospiza melodia","Song Sparrow","AVES","3m 1SPR",0,1,1,0,"None",2,"Avery Bartels","1","Confident","Song","0-1 min","LA RONGE A","379.20m","25km",-1.6,18.5,8.5,0,0,0,NA,"LA RONGE RCS","378.60m","25km",1.5,-1.4,81,0,35,3,NA,97.47,NA,NA,NA,NA,NA,"13-UDB73-IL2_20190611_052100.wav","BT",4,1.8,0.447158031,685.2,2.836450714,0.792544,0.368261,4,0.360107471,0,0.360107471,9.130497516,1.701132524,5.889731536,1.284858852,0,0.254774603,"melospiza_melodia","Omnivore","Omnivore",NA
"15","SK Pyrodiversity","ECCC","13-UDB73-IL2",2019-06-11,05:21:00,"Transcribed",55.35421,-105.42362,NA,"SOSP","Melospiza melodia","Song Sparrow","AVES","3m 1SPR",0,1,1,0,"None",3,"Avery Bartels","1","Confident","Song","0-1 min","LA RONGE A","379.20m","25km",-1.6,18.5,8.5,0,0,0,NA,"LA RONGE RCS","378.60m","25km",1.5,-1.4,81,0,35,3,NA,97.47,NA,NA,NA,NA,NA,"13-UDB73-IL2_20190611_052100.wav","BT",4,1.8,0.447158031,685.2,2.836450714,0.792544,0.368261,4,0.360107471,0,0.360107471,9.130497516,1.701132524,5.889731536,1.284858852,0,0.254774603,"melospiza_melodia","Omnivore","Omnivore",NA
"16","SK Pyrodiversity","ECCC","13-UDB73-IL2",2019-06-11,05:21:00,"Transcribed",55.35421,-105.42362,NA,"UNGU",NA,"Unknown Gull","UNKNOWN","3m 1SPR",0,1,1,0,"None",1,"Avery Bartels","1","To Be Checked","Song","1-2 min","LA RONGE A","379.20m","25km",-1.6,18.5,8.5,0,0,0,NA,"LA RONGE RCS","378.60m","25km",1.5,-1.4,81,0,35,3,NA,97.47,NA,NA,NA,NA,"RBGU?","13-UDB73-IL2_20190611_052100.wav","BT",4,1.8,0.447158031,685.2,2.836450714,0.792544,0.368261,4,0.360107471,0,0.360107471,9.130497516,1.701132524,5.889731536,1.284858852,0,0.254774603,NA,NA,NA,NA
"17","SK Pyrodiversity","ECCC","13-UDB73-IL2",2019-06-11,05:21:00,"Transcribed",55.35421,-105.42362,NA,"WTSP","Zonotrichia albicollis","White-throated Sparrow","AVES","3m 1SPR",0,1,1,0,"None",1,"Avery Bartels","1","Confident","Song","1-2 min","LA RONGE A","379.20m","25km",-1.6,18.5,8.5,0,0,0,NA,"LA RONGE RCS","378.60m","25km",1.5,-1.4,81,0,35,3,NA,97.47,NA,NA,NA,NA,NA,"13-UDB73-IL2_20190611_052100.wav","BT",4,1.8,0.447158031,685.2,2.836450714,0.792544,0.368261,4,0.360107471,0,0.360107471,9.130497516,1.701132524,5.889731536,1.284858852,0,0.254774603,"zonotrichia_albicollis","Herbivore","Omnivore",NA
"18","SK Pyrodiversity","ECCC","13-UDB62-BB",2019-06-12,05:22:00,"Transcribed",55.24411,-105.53696,NA,"ALFL","Empidonax alnorum","Alder Flycatcher","AVES","3m 1SPR",0,1,1,0,"None",1,"Avery Bartels","1","Confident","Song","0-1 min","LA RONGE A","379.20m","20km",8.8,23.1,16,0.7,0,0.7,NA,"LA RONGE RCS","378.60m","20km",9.2,-1.7,46,0,22,9,NA,97.36,NA,NA,NA,"light wind/water lapping",NA,"13-UDB62-BB_20190612_052200.wav","BB",1,6.25,0.860338007,351.3,2.546912643,0.869499,0.434585,4,0.21226456,0,0.21226456,7.440404784,1.789863195,2.758870328,2.286143964,0.307907496,0.297619801,"empidonax_alnorum","Carnivore","Invertivore","Invertivore sally air"
"19","SK Pyrodiversity","ECCC","13-UDB62-BB",2019-06-12,05:22:00,"Transcribed",55.24411,-105.53696,NA,"ALFL","Empidonax alnorum","Alder Flycatcher","AVES","3m 1SPR",0,1,1,0,"None",2,"Avery Bartels","1","Confident","Song","0-1 min","LA RONGE A","379.20m","20km",8.8,23.1,16,0.7,0,0.7,NA,"LA RONGE RCS","378.60m","20km",9.2,-1.7,46,0,22,9,NA,97.36,NA,NA,NA,"light wind/water lapping",NA,"13-UDB62-BB_20190612_052200.wav","BB",1,6.25,0.860338007,351.3,2.546912643,0.869499,0.434585,4,0.21226456,0,0.21226456,7.440404784,1.789863195,2.758870328,2.286143964,0.307907496,0.297619801,"empidonax_alnorum","Carnivore","Invertivore","Invertivore sally air"
"20","SK Pyrodiversity","ECCC","13-UDB62-BB",2019-06-12,05:22:00,"Transcribed",55.24411,-105.53696,NA,"ALFL","Empidonax alnorum","Alder Flycatcher","AVES","3m 1SPR",0,1,1,0,"None",3,"Avery Bartels","1","Confident","Song","0-1 min","LA RONGE A","379.20m","20km",8.8,23.1,16,0.7,0,0.7,NA,"LA RONGE RCS","378.60m","20km",9.2,-1.7,46,0,22,9,NA,97.36,NA,NA,NA,"light wind/water lapping",NA,"13-UDB62-BB_20190612_052200.wav","BB",1,6.25,0.860338007,351.3,2.546912643,0.869499,0.434585,4,0.21226456,0,0.21226456,7.440404784,1.789863195,2.758870328,2.286143964,0.307907496,0.297619801,"empidonax_alnorum","Carnivore","Invertivore","Invertivore sally air"
"21","SK Pyrodiversity","ECCC","13-UDB62-BB",2019-06-12,05:22:00,"Transcribed",55.24411,-105.53696,NA,"ALFL","Empidonax alnorum","Alder Flycatcher","AVES","3m 1SPR",0,1,1,0,"None",4,"Avery Bartels","1","Confident","Song","0-1 min","LA RONGE A","379.20m","20km",8.8,23.1,16,0.7,0,0.7,NA,"LA RONGE RCS","378.60m","20km",9.2,-1.7,46,0,22,9,NA,97.36,NA,NA,NA,"light wind/water lapping",NA,"13-UDB62-BB_20190612_052200.wav","BB",1,6.25,0.860338007,351.3,2.546912643,0.869499,0.434585,4,0.21226456,0,0.21226456,7.440404784,1.789863195,2.758870328,2.286143964,0.307907496,0.297619801,"empidonax_alnorum","Carnivore","Invertivore","Invertivore sally air"
"22","SK Pyrodiversity","ECCC","13-UDB62-BB",2019-06-12,05:22:00,"Transcribed",55.24411,-105.53696,NA,"AMCR","Corvus brachyrhynchos","American Crow","AVES","3m 1SPR",0,1,1,0,"None",1,"Avery Bartels","1","Confident","Call","0-1 min","LA RONGE A","379.20m","20km",8.8,23.1,16,0.7,0,0.7,NA,"LA RONGE RCS","378.60m","20km",9.2,-1.7,46,0,22,9,NA,97.36,NA,NA,NA,"light wind/water lapping",NA,"13-UDB62-BB_20190612_052200.wav","BB",1,6.25,0.860338007,351.3,2.546912643,0.869499,0.434585,4,0.21226456,0,0.21226456,7.440404784,1.789863195,2.758870328,2.286143964,0.307907496,0.297619801,"corvus_brachyrhynchos","Omnivore","Omnivore",NA
"23","SK Pyrodiversity","ECCC","13-UDB62-BB",2019-06-12,05:22:00,"Transcribed",55.24411,-105.53696,NA,"SOSP","Melospiza melodia","Song Sparrow","AVES","3m 1SPR",0,1,1,0,"None",1,"Avery Bartels","1","Confident","Song","0-1 min","LA RONGE A","379.20m","20km",8.8,23.1,16,0.7,0,0.7,NA,"LA RONGE RCS","378.60m","20km",9.2,-1.7,46,0,22,9,NA,97.36,NA,NA,NA,"light wind/water lapping",NA,"13-UDB62-BB_20190612_052200.wav","BB",1,6.25,0.860338007,351.3,2.546912643,0.869499,0.434585,4,0.21226456,0,0.21226456,7.440404784,1.789863195,2.758870328,2.286143964,0.307907496,0.297619801,"melospiza_melodia","Omnivore","Omnivore",NA
"24","SK Pyrodiversity","ECCC","13-UDB62-BB",2019-06-12,05:22:00,"Transcribed",55.24411,-105.53696,NA,"SOSP","Melospiza melodia","Song Sparrow","AVES","3m 1SPR",0,1,1,0,"None",2,"Avery Bartels","1","Confident","Song","0-1 min","LA RONGE A","379.20m","20km",8.8,23.1,16,0.7,0,0.7,NA,"LA RONGE RCS","378.60m","20km",9.2,-1.7,46,0,22,9,NA,97.36,NA,NA,NA,"light wind/water lapping",NA,"13-UDB62-BB_20190612_052200.wav","BB",1,6.25,0.860338007,351.3,2.546912643,0.869499,0.434585,4,0.21226456,0,0.21226456,7.440404784,1.789863195,2.758870328,2.286143964,0.307907496,0.297619801,"melospiza_melodia","Omnivore","Omnivore",NA
"25","SK Pyrodiversity","ECCC","13-UDB62-BB",2019-06-12,05:22:00,"Transcribed",55.24411,-105.53696,NA,"SOSP","Melospiza melodia","Song Sparrow","AVES","3m 1SPR",0,1,1,0,"None",3,"Avery Bartels","1","Confident","Song","1-2 min","LA RONGE A","379.20m","20km",8.8,23.1,16,0.7,0,0.7,NA,"LA RONGE RCS","378.60m","20km",9.2,-1.7,46,0,22,9,NA,97.36,NA,NA,NA,"light wind/water lapping","only partial song audible/visible, distant","13-UDB62-BB_20190612_052200.wav","BB",1,6.25,0.860338007,351.3,2.546912643,0.869499,0.434585,4,0.21226456,0,0.21226456,7.440404784,1.789863195,2.758870328,2.286143964,0.307907496,0.297619801,"melospiza_melodia","Omnivore","Omnivore",NA
"26","SK Pyrodiversity","ECCC","13-UDB62-BB",2019-06-12,05:22:00,"Transcribed",55.24411,-105.53696,NA,"SOSP","Melospiza melodia","Song Sparrow","AVES","3m 1SPR",0,1,1,0,"None",4,"Avery Bartels","1","Confident","Call","2-3 min","LA RONGE A","379.20m","20km",8.8,23.1,16,0.7,0,0.7,NA,"LA RONGE RCS","378.60m","20km",9.2,-1.7,46,0,22,9,NA,97.36,NA,NA,NA,"light wind/water lapping",NA,"13-UDB62-BB_20190612_052200.wav","BB",1,6.25,0.860338007,351.3,2.546912643,0.869499,0.434585,4,0.21226456,0,0.21226456,7.440404784,1.789863195,2.758870328,2.286143964,0.307907496,0.297619801,"melospiza_melodia","Omnivore","Omnivore",NA
"27","SK Pyrodiversity","ECCC","13-UDB62-BB",2019-06-12,05:22:00,"Transcribed",55.24411,-105.53696,NA,"UNTR",NA,"Unknown Trill","UNKNOWN","3m 1SPR",0,1,1,0,"None",1,"Avery Bartels","1","Unknown far","Song","2-3 min","LA RONGE A","379.20m","20km",8.8,23.1,16,0.7,0,0.7,NA,"LA RONGE RCS","378.60m","20km",9.2,-1.7,46,0,22,9,NA,97.36,NA,NA,NA,"light wind/water lapping",NA,"13-UDB62-BB_20190612_052200.wav","BB",1,6.25,0.860338007,351.3,2.546912643,0.869499,0.434585,4,0.21226456,0,0.21226456,7.440404784,1.789863195,2.758870328,2.286143964,0.307907496,0.297619801,NA,NA,NA,NA
"28","SK Pyrodiversity","ECCC","13-UDB62-BB",2019-06-12,05:22:00,"Transcribed",55.24411,-105.53696,NA,"WTSP","Zonotrichia albicollis","White-throated Sparrow","AVES","3m 1SPR",0,1,1,0,"None",1,"Avery Bartels","1","Confident","Song","0-1 min","LA RONGE A","379.20m","20km",8.8,23.1,16,0.7,0,0.7,NA,"LA RONGE RCS","378.60m","20km",9.2,-1.7,46,0,22,9,NA,97.36,NA,NA,NA,"light wind/water lapping",NA,"13-UDB62-BB_20190612_052200.wav","BB",1,6.25,0.860338007,351.3,2.546912643,0.869499,0.434585,4,0.21226456,0,0.21226456,7.440404784,1.789863195,2.758870328,2.286143964,0.307907496,0.297619801,"zonotrichia_albicollis","Herbivore","Omnivore",NA
"29","SK Pyrodiversity","ECCC","13-UDB62-BB",2019-06-12,05:22:00,"Transcribed",55.24411,-105.53696,NA,"YEWA","Setophaga petechia","Yellow Warbler","AVES","3m 1SPR",0,1,1,0,"None",1,"Avery Bartels","1","Confident","Song","0-1 min","LA RONGE A","379.20m","20km",8.8,23.1,16,0.7,0,0.7,NA,"LA RONGE RCS","378.60m","20km",9.2,-1.7,46,0,22,9,NA,97.36,NA,NA,NA,"light wind/water lapping",NA,"13-UDB62-BB_20190612_052200.wav","BB",1,6.25,0.860338007,351.3,2.546912643,0.869499,0.434585,4,0.21226456,0,0.21226456,7.440404784,1.789863195,2.758870328,2.286143964,0.307907496,0.297619801,"setophaga_petechia",NA,NA,NA
"30","SK Pyrodiversity","ECCC","13-UEB53-KR",2019-06-15,05:14:00,"Transcribed",55.39613,-104.08246,NA,"COLO","Gavia immer","Common Loon","AVES","3m 1SPR",0,0,0,0,"None",1,"Stan Shadick","1","Confident","Song","1-2 min","LA RONGE A","379.20m","80km",8.3,13.4,10.9,7.9,0,7.9,NA,"LA RONGE RCS","378.60m","80km",8.6,5.7,82,0,15,17,NA,96.73,NA,NA,NA,NA,NA,"13-UEB53-KR_20190615_051400.wav","KR",23,4.5,0.740362689,71.4,1.859738566,0.446352,0.196939,38,0.668783808,0.659430479,0.009353329,3.641144763,0.031194444,0.006652322,0.908323186,1.660604643,1.034370167,"gavia_immer","Carnivore","Aquatic predator","Aquatic dive"
"31","SK Pyrodiversity","ECCC","13-UEB53-KR",2019-06-15,05:14:00,"Transcribed",55.39613,-104.08246,NA,"COLO","Gavia immer","Common Loon","AVES","3m 1SPR",0,0,0,0,"None",2,"Stan Shadick","1","Confident","Song","1-2 min","LA RONGE A","379.20m","80km",8.3,13.4,10.9,7.9,0,7.9,NA,"LA RONGE RCS","378.60m","80km",8.6,5.7,82,0,15,17,NA,96.73,NA,NA,NA,NA,"Fainter than previous with different pitch.","13-UEB53-KR_20190615_051400.wav","KR",23,4.5,0.740362689,71.4,1.859738566,0.446352,0.196939,38,0.668783808,0.659430479,0.009353329,3.641144763,0.031194444,0.006652322,0.908323186,1.660604643,1.034370167,"gavia_immer","Carnivore","Aquatic predator","Aquatic dive"
"32","SK Pyrodiversity","ECCC","13-UEB53-KR",2019-06-15,05:14:00,"Transcribed",55.39613,-104.08246,NA,"RCKI","Regulus calendula","Ruby-crowned Kinglet","AVES","3m 1SPR",0,0,0,0,"None",1,"Stan Shadick","1","Confident","Song","0-1 min","LA RONGE A","379.20m","80km",8.3,13.4,10.9,7.9,0,7.9,NA,"LA RONGE RCS","378.60m","80km",8.6,5.7,82,0,15,17,NA,96.73,NA,NA,NA,NA,NA,"13-UEB53-KR_20190615_051400.wav","KR",23,4.5,0.740362689,71.4,1.859738566,0.446352,0.196939,38,0.668783808,0.659430479,0.009353329,3.641144763,0.031194444,0.006652322,0.908323186,1.660604643,1.034370167,"regulus_calendula","Carnivore","Invertivore","Invertivore glean arboreal"
"33","SK Pyrodiversity","ECCC","13-UEB53-KR",2019-06-15,05:14:00,"Transcribed",55.39613,-104.08246,NA,"REVI","Vireo olivaceus","Red-eyed Vireo","AVES","3m 1SPR",0,0,0,0,"None",1,"Stan Shadick","1","Confident","Song","1-2 min","LA RONGE A","379.20m","80km",8.3,13.4,10.9,7.9,0,7.9,NA,"LA RONGE RCS","378.60m","80km",8.6,5.7,82,0,15,17,NA,96.73,NA,NA,NA,NA,NA,"13-UEB53-KR_20190615_051400.wav","KR",23,4.5,0.740362689,71.4,1.859738566,0.446352,0.196939,38,0.668783808,0.659430479,0.009353329,3.641144763,0.031194444,0.006652322,0.908323186,1.660604643,1.034370167,"vireo_olivaceus","Omnivore","Invertivore","Invertivore glean arboreal"
"34","SK Pyrodiversity","ECCC","13-UEB53-KR",2019-06-15,05:14:00,"Transcribed",55.39613,-104.08246,NA,"SWTH","Catharus ustulatus","Swainson's Thrush","AVES","3m 1SPR",0,0,0,0,"None",1,"Stan Shadick","1","Confident","Song","0-1 min","LA RONGE A","379.20m","80km",8.3,13.4,10.9,7.9,0,7.9,NA,"LA RONGE RCS","378.60m","80km",8.6,5.7,82,0,15,17,NA,96.73,NA,NA,NA,NA,NA,"13-UEB53-KR_20190615_051400.wav","KR",23,4.5,0.740362689,71.4,1.859738566,0.446352,0.196939,38,0.668783808,0.659430479,0.009353329,3.641144763,0.031194444,0.006652322,0.908323186,1.660604643,1.034370167,"catharus_ustulatus","Omnivore","Invertivore","Generalist"
